date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:21	26581/26581	---M--	200	added ('OK')	text/html	etag:%2267d5-60cdb3562c8ee%22	https://demo.templatesjungle.com/uniclub/thank-you.html	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/thank-you.html	(from https://demo.templatesjungle.com/uniclub/)
10:11:21	26578/26578	---M--	200	added ('OK')	text/html	etag:%2267d2-60cdb34ad0f5f%22	https://demo.templatesjungle.com/uniclub/error.html	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/error.html	(from https://demo.templatesjungle.com/uniclub/)
10:11:22	56633/56633	---M--	200	added ('OK')	text/html	etag:%22dd39-60cdb354f6832%22	https://demo.templatesjungle.com/uniclub/styles.html	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/styles.html	(from https://demo.templatesjungle.com/uniclub/)
10:11:22	31365/31365	---M--	200	added ('OK')	image/jpeg	etag:%227a85-60cdb381621f8%22	https://demo.templatesjungle.com/uniclub/images/item1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item1.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:23	296034/296034	---M--	200	added ('OK')	image/jpeg	etag:%2248462-60cdb36ad46e4%22	https://demo.templatesjungle.com/uniclub/images/banner-img1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/banner-img1.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:25	50770/50770	---M--	200	added ('OK')	image/jpeg	etag:%22c652-60cdb38410217%22	https://demo.templatesjungle.com/uniclub/images/item3.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item3.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:25	31896/31896	---M--	200	added ('OK')	image/jpeg	etag:%227c98-60cdb382a1ef3%22	https://demo.templatesjungle.com/uniclub/images/item2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item2.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:25	43254/43254	---M--	200	added ('OK')	image/jpeg	etag:%22a8f6-60cdb38580c4a%22	https://demo.templatesjungle.com/uniclub/images/item4.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item4.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:26	36158/36158	---M--	200	added ('OK')	image/jpeg	etag:%228d3e-60cdb376bb2ec%22	https://demo.templatesjungle.com/uniclub/images/category1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/category1.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:26	102229/102229	---M--	200	added ('OK')	image/jpeg	etag:%2218f55-60cdb37a07e00%22	https://demo.templatesjungle.com/uniclub/images/category3.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/category3.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:26	113070/113070	---M--	200	added ('OK')	image/jpeg	etag:%221b9ae-60cdb3786b4b4%22	https://demo.templatesjungle.com/uniclub/images/category2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/category2.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:26	2169/2169	---M--	200	added ('OK')	image/png	etag:%22879-60cdb38670042%22	https://demo.templatesjungle.com/uniclub/images/logo-dark.png	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/logo-dark.png	(from https://demo.templatesjungle.com/uniclub/)
10:11:27	269626/269626	---M--	200	added ('OK')	image/jpeg	etag:%2241d3a-60cdb3686fa99%22	https://demo.templatesjungle.com/uniclub/images/background-img.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/background-img.jpg	(from https://demo.templatesjungle.com/uniclub/)
10:11:27	140562/140562	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222512-6lnzeyMttt7iaUB4vyHhU6CbrN0%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	D:/MyWebsite/Uniclub/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:27	96380/96380	---M--	200	added ('OK')	text/javascript	etag:%221787c-60cdb38ec8291%22	https://demo.templatesjungle.com/uniclub/js/jquery-1.11.0.min.js	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/js/jquery-1.11.0.min.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:27	80578/80578	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213ac2-jNeXExg3GrPRY3nfbPslSlxkn8o%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha3/dist/js/bootstrap.bundle.min.js	D:/MyWebsite/Uniclub/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha3/dist/js/bootstrap.bundle.min.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:27	75272/75272	---M--	200	added ('OK')	text/javascript	etag:%2212608-60cdb39162a33%22	https://demo.templatesjungle.com/uniclub/js/plugins.js	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/js/plugins.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:28	2260/2260	---M--	200	added ('OK')	text/javascript	etag:%228d4-60cdb39256c4a%22	https://demo.templatesjungle.com/uniclub/js/script.js	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/js/script.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:28	22003/22003	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c08d42-55f3%22	https://code.iconify.design/iconify-icon/1.0.7/iconify-icon.min.js	D:/MyWebsite/Uniclub/code.iconify.design/iconify-icon/1.0.7/iconify-icon.min.js	(from https://demo.templatesjungle.com/uniclub/)
10:11:28	7740/7740	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e3c-60cdb395e5604%22	https://demo.templatesjungle.com/uniclub/icomoon/fonts/icomoon.eot?y7j3bk	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/icomoon/fonts/icomooncfce.eot	(from https://demo.templatesjungle.com/uniclub/icomoon/icomoon.css)
10:11:29	7576/7576	---M--	200	added ('OK')	font/ttf	etag:%221d98-60cdb3987d696%22	https://demo.templatesjungle.com/uniclub/icomoon/fonts/icomoon.ttf?y7j3bk	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/icomoon/fonts/icomooncfce.ttf	(from https://demo.templatesjungle.com/uniclub/icomoon/icomoon.css)
10:11:29	7652/7652	---M--	200	added ('OK')	font/woff	etag:%221de4-60cdb399718ad%22	https://demo.templatesjungle.com/uniclub/icomoon/fonts/icomoon.woff?y7j3bk	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/icomoon/fonts/icomooncfce.woff	(from https://demo.templatesjungle.com/uniclub/icomoon/icomoon.css)
10:11:29	22706/22706	---M--	200	added ('OK')	image/svg+xml	etag:%2258b2-60cdb39749ce9%22	https://demo.templatesjungle.com/uniclub/icomoon/fonts/icomoon.svg?y7j3bk	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/icomoon/fonts/icomooncfce.svg	(from https://demo.templatesjungle.com/uniclub/icomoon/icomoon.css)
10:11:30	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22c88-60cdb3a09af6e%22	https://demo.templatesjungle.com/uniclub/images/chocolat/loader.gif	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/chocolat/loader.gif	(from https://demo.templatesjungle.com/uniclub/css/vendor.css)
10:11:30	1237/1237	---M--	200	added ('OK')	image/png	etag:%224d5-60cdb39fa9466%22	https://demo.templatesjungle.com/uniclub/images/chocolat/left.png	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/chocolat/left.png	(from https://demo.templatesjungle.com/uniclub/css/vendor.css)
10:11:30	1224/1224	---M--	200	added ('OK')	image/png	etag:%224c8-60cdb3a117789%22	https://demo.templatesjungle.com/uniclub/images/chocolat/right.png	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/chocolat/right.png	(from https://demo.templatesjungle.com/uniclub/css/vendor.css)
10:11:31	1119/1119	---M--	200	added ('OK')	image/png	etag:%2245f-60cdb39cc31e1%22	https://demo.templatesjungle.com/uniclub/images/chocolat/close.png	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/chocolat/close.png	(from https://demo.templatesjungle.com/uniclub/css/vendor.css)
10:11:31	663/663	---M--	200	added ('OK')	image/png	etag:%22297-60cdb39eba06e%22	https://demo.templatesjungle.com/uniclub/images/chocolat/fullscreen.png	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/chocolat/fullscreen.png	(from https://demo.templatesjungle.com/uniclub/css/vendor.css)
10:11:32	65443/65443	---M--	200	added ('OK')	image/jpeg	etag:%22ffa3-60cdb36c402f7%22	https://demo.templatesjungle.com/uniclub/images/banner-img2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/banner-img2.jpg	(from https://demo.templatesjungle.com/uniclub/about.html)
10:11:32	71687/71687	---M--	200	added ('OK')	image/jpeg	etag:%2211807-60cdb37b7fd62%22	https://demo.templatesjungle.com/uniclub/images/item-lg1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item-lg1.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:33	71336/71336	---M--	200	added ('OK')	image/jpeg	etag:%22116a8-60cdb37ce6b56%22	https://demo.templatesjungle.com/uniclub/images/item-lg2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item-lg2.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:33	128303/128303	---M--	200	added ('OK')	image/jpeg	etag:%221f52f-60cdb37e9460f%22	https://demo.templatesjungle.com/uniclub/images/item-lg3.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item-lg3.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:33	99650/99650	---M--	200	added ('OK')	image/jpeg	etag:%2218542-60cdb3803ab99%22	https://demo.templatesjungle.com/uniclub/images/item-lg4.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/item-lg4.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:33	18284/18284	---M--	200	added ('OK')	image/jpeg	etag:%22476c-60cdb388954f7%22	https://demo.templatesjungle.com/uniclub/images/reviewer-1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/reviewer-1.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:34	20298/20298	---M--	200	added ('OK')	image/jpeg	etag:%224f4a-60cdb389bf266%22	https://demo.templatesjungle.com/uniclub/images/reviewer-2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/reviewer-2.jpg	(from https://demo.templatesjungle.com/uniclub/single-product.html)
10:11:34	63432/63432	---M--	200	added ('OK')	image/jpeg	etag:%22f7c8-60cdb36f65d12%22	https://demo.templatesjungle.com/uniclub/images/blog1.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog1.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:34	23137/23137	---M--	200	added ('OK')	image/jpeg	etag:%225a61-60cdb3746780e%22	https://demo.templatesjungle.com/uniclub/images/blog5.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog5.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:35	35533/35533	---M--	200	added ('OK')	image/jpeg	etag:%228acd-60cdb3709e4de%22	https://demo.templatesjungle.com/uniclub/images/blog2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog2.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:35	55818/55818	---M--	200	added ('OK')	image/jpeg	etag:%22da0a-60cdb372004b4%22	https://demo.templatesjungle.com/uniclub/images/blog3.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog3.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:35	31998/31998	---M--	200	added ('OK')	image/jpeg	etag:%227cfe-60cdb37336571%22	https://demo.templatesjungle.com/uniclub/images/blog4.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog4.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:35	16790/16790	---M--	200	added ('OK')	image/jpeg	etag:%224196-60cdb3758793e%22	https://demo.templatesjungle.com/uniclub/images/blog6.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog6.jpg	(from https://demo.templatesjungle.com/uniclub/blog.html)
10:11:36	14723/14723	---M--	200	added ('OK')	image/jpeg	etag:%223983-60cdb38ab347e%22	https://demo.templatesjungle.com/uniclub/images/reviewer-3.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/reviewer-3.jpg	(from https://demo.templatesjungle.com/uniclub/single-post.html)
10:11:36	155387/155387	---M--	200	added ('OK')	image/jpeg	etag:%2225efb-60cdb36dfa0fe%22	https://demo.templatesjungle.com/uniclub/images/blog-large.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/blog-large.jpg	(from https://demo.templatesjungle.com/uniclub/single-post.html)
10:11:37	789/789	---M--	404	error ('Not%20Found')	text/html	etag:%22315-5d6ba1098f13e;60cdb39a2b14f	https://demo.templatesjungle.com/uniclub/images/post-thumb-2.jpg	D:/MyWebsite/Uniclub/demo.templatesjungle.com/uniclub/images/post-thumb-2.3d.delayed	(from https://demo.templatesjungle.com/uniclub/styles.html)
